gene_name	length	exons
TEX14	4789	31
TEX15	10116	4
TEX19	1938	2
TEX2	5532	14
TEX21P	1047	2
TEX22	2575	4
TEX26	1005	7
TEX26-AS1	3295	7
TEX261	3373	6
TEX264	2007	11
TEX28	1627	6
TEX29	959	8
TEX30	1403	6
TEX33	1504	7
TEX35	1554	12
TEX36	926	4
TEX36-AS1	754	5
TEX37	800	4
TEX38	2049	4
TEX40	749	5
TEX41	4791	5
TEX43	462	3
TEX9	1668	12
TF	2808	17
TFAM	5377	8
TFAMP1	2224	1
TFAP2A	4261	9
TFAP2A-AS1	1307	3
TFAP2B	5777	7
TFAP2C	2872	7
TFAP2D	2048	8
TFAP2E	2194	7
TFAP4	2147	7
TFB1M	2656	6
TFB2M	1794	8
TFCP2	5251	16
TFCP2L1	9301	15
TFDP1	2707	13
TFDP2	10302	17
TFDP3	1681	1
TFE3	3700	11
TFEB	2748	13
TFEC	6838	9
TFF1	495	3
TFF2	711	4
TFF3	1057	3
TFG	2402	11
TFIP11	2864	15
TFPI	4150	9
TFPI2	2696	7
TFPT	1211	6
TFR2	3000	18
TFRC	5303	19
TG	7366	40
TGDS	2322	14
TGFA	4891	8
TGFA-IT1	495	3
TGFB1	2590	7
TGFB1I1	1879	13
TGFB2	5962	8
TGFB2-AS1	560	3
TGFB2-OT1	1371	1
TGFB3	3465	7
TGFBI	2822	17
TGFBR1	6536	9
TGFBR2	4711	8
TGFBR3	7158	21
TGFBR3L	1262	6
TGFBRAP1	6398	13
TGIF1	4887	14
TGIF2	3728	6
TGIF2-C20orf24	1095	5
TGIF2LX	849	2
TGIF2LY	863	2
TGM1	2792	15
TGM2	4128	13
TGM3	2585	12
TGM4	3013	14
TGM5	2780	13
TGM6	2061	12
TGM7	2325	13
TGOLN2	16901	8
TGS1	3705	13
TH	2034	15
TH2LCRR	1044	7
THADA	6866	37
THAP1	2170	3
THAP10	2050	3
THAP11	1887	1
THAP2	4843	3
THAP3	3149	9
THAP4	2325	7
THAP5	3865	5
THAP6	3583	5
THAP7	1358	6
THAP7-AS1	2974	3
THAP8	1829	4
THAP9	4043	5
THAP9-AS1	2314	6
THBD	4033	1
THBS1	7090	21
THBS2	5904	23
THBS3	3626	25
THBS4	3706	26
THCAT155	5981	2
THCAT158	780	4
THEG	1334	8
THEG5	2691	8
THEGL	1359	8
THEM4	5177	6
THEM5	1152	6
THEM6	2266	2
THEMIS	4195	8
THEMIS2	4316	10
THG1L	1311	6
THNSL1	3773	3
THNSL2	2327	10
THOC1	1901	18
THOC2	5326	36
THOC3	1607	6
THOC5	2543	20
THOC6	1433	13
THOC7	1302	9
THOC7-AS1	675	2
THOP1	2563	13
THPO	5919	12
THRA	4108	12
THRA1/BTR	731	3
THRAP3	4443	12
THRB	7932	14
THRB-AS1	887	2
THRIL	1982	1
THRSP	1182	2
THSD1	3352	5
THSD4	9062	16
THSD4-AS1	922	5
THSD4-AS2	2142	3
THSD7A	10116	24
THSD7B	5755	26
THTPA	6311	12
THUMPD1	7631	6
THUMPD2	2356	11
THUMPD3	4086	11
THUMPD3-AS1	1863	3
THY1	2401	4
THYN1	1616	10
TIA1	4666	13
TIAF1	2090	1
TIAL1	4054	13
TIAM1	6355	24
TIAM2	5780	25
TICAM1	2724	2
TICAM2	3205	2
TICRR	6931	23
TIE1	3934	22
TIFA	3075	2
TIFAB	1275	2
TIGAR	8119	5
TIGD1	2622	1
TIGD2	2086	1
TIGD3	1968	2
TIGD4	2474	2
TIGD5	2413	1
TIGD6	4685	3
TIGD7	3432	2
TIGIT	2972	4
TIMD4	1378	9
TIMELESS	5064	28
TIMM10	677	3
TIMM10B	2845	3
TIMM13	1998	3
TIMM17A	1665	6
TIMM17B	1108	8
TIMM21	1540	6
TIMM22	1677	4
TIMM23	1297	7
TIMM23B	2587	7
TIMM44	2013	13
TIMM50	2583	11
TIMM8A	1998	4
TIMM8B	1143	3
TIMM9	4168	11
TIMMDC1	1600	7
TIMP1	922	6
TIMP2	3660	5
TIMP3	5491	5
TIMP4	1638	5
TINAG	1643	9
TINAGL1	2122	11
TINCR	3736	3
TINF2	3091	10
TIPARP	4538	8
TIPARP-AS1	2544	1
TIPIN	1288	8
TIPRL	3315	8
TIRAP	3225	8
TISP43	4253	5
TJAP1	3507	16
TJP1	8257	30
TJP2	6765	26
TJP3	3034	20
TK1	1602	7
TK2	6946	14
TKFC	4077	16
TKT	3371	18
TKTL1	3132	15
TKTL2	2802	1
TLCD1	1118	4
TLCD2	5821	3
TLDC1	5039	8
TLDC2	1942	6
TLE1	4272	21
TLE2	3323	23
TLE3	6357	25
TLE4	5549	23
TLE6	2030	17
TLK1	5793	21
TLK2	5610	24
TLL1	7672	21
TLL2	6665	20
TLN1	7166	47
TLN2	10238	45
TLR1	2855	4
TLR10	7312	5
TLR2	3405	3
TLR3	3046	5
TLR4	5785	4
TLR5	4273	6
TLR6	5889	2
TLR7	4995	3
TLR8	4356	3
TLR8-AS1	1594	5
TLR9	3872	2
TLX1	3233	4
TLX1NB	3398	6
TLX2	2155	3
TLX3	1496	3
TM2D1	1257	7
TM2D2	4216	7
TM2D3	2166	7
TM4SF1	1696	5
TM4SF1-AS1	1147	4
TM4SF18	4126	7
TM4SF19	1231	6
TM4SF19-AS1	2064	3
TM4SF19-TCTEX1D2	1014	6
TM4SF20	2298	4
TM4SF4	1612	5
TM4SF5	713	5
TM6SF1	1814	9
TM6SF2	1388	9
TM7SF2	1611	10
TM7SF3	4355	12
TM9SF1	3281	8
TM9SF2	3419	16
TM9SF3	6155	15
TM9SF4	3996	18
TMA16	1925	7
TMA7	467	4
TMBIM1	2306	11
TMBIM4	2095	10
TMBIM6	3367	11
TMC1	2885	21
TMC2	3189	20
TMC3	3046	20
TMC3-AS1	1084	7
TMC4	2711	16
TMC5	5907	23
TMC6	2979	21
TMC7	5293	18
TMC8	4435	16
TMCC1	7008	9
TMCC1-AS1	3500	3
TMCC2	4622	8
TMCC3	6111	5
TMCO1	5138	10
TMCO2	743	2
TMCO3	3099	13
TMCO4	2871	15
TMCO5A	1257	12
TMCO5B	866	9
TMCO6	2224	14
TMED1	1871	5
TMED10	4149	5
TMED10P1	4034	1
TMED11P	537	4
TMED2	2130	4
TMED3	3347	5
TMED4	4529	8
TMED5	6191	6
TMED6	944	4
TMED7	4066	3
TMED7-TICAM2	6480	5
TMED8	984	6
TMED9	1398	5
TMEFF1	2496	10
TMEFF2	7182	12
TMEM100	2504	5
TMEM101	2093	7
TMEM102	1976	3
TMEM104	4759	10
TMEM105	3322	3
TMEM106A	3601	12
TMEM106B	6523	9
TMEM106C	1769	10
TMEM107	1882	6
TMEM108	4249	8
TMEM108-AS1	2341	3
TMEM109	2392	4
TMEM11	1691	3
TMEM110	4745	9
TMEM110-MUSTN1	1469	10
TMEM114	1130	5
TMEM115	2097	2
TMEM116	1833	13
TMEM117	3007	8
TMEM119	2703	2
TMEM120A	1483	12
TMEM120B	7522	12
TMEM121	1521	2
TMEM123	3595	5
TMEM125	1790	4
TMEM126A	823	5
TMEM126B	1421	8
TMEM127	4950	5
TMEM128	2624	7
TMEM129	2841	4
TMEM130	4795	9
TMEM131	6510	39
TMEM132A	3728	12
TMEM132B	11099	10
TMEM132C	4956	9
TMEM132D	5786	9
TMEM132E	4648	9
TMEM133	1857	1
TMEM134	1615	11
TMEM135	9095	15
TMEM136	8380	8
TMEM138	1999	7
TMEM139	2854	8
TMEM140	2057	2
TMEM141	863	5
TMEM143	2568	8
TMEM144	3331	13
TMEM145	1794	15
TMEM147	1261	8
TMEM147-AS1	1631	4
TMEM14A	1019	5
TMEM14B	1817	7
TMEM14C	1258	7
TMEM14E	1294	1
TMEM150A	1562	8
TMEM150B	1067	9
TMEM150C	1827	7
TMEM151A	2532	2
TMEM151B	4622	3
TMEM154	3223	7
TMEM155	2322	6
TMEM156	2045	8
TMEM158	1860	1
TMEM159	2563	9
TMEM160	658	3
TMEM161A	1839	12
TMEM161B	3757	17
TMEM161B-AS1	1413	10
TMEM163	1901	8
TMEM164	5716	8
TMEM165	2085	7
TMEM167A	4591	4
TMEM167B	2753	3
TMEM168	7398	6
TMEM169	3685	6
TMEM17	1929	4
TMEM170A	5245	6
TMEM170B	8416	3
TMEM171	1548	5
TMEM173	2215	8
TMEM174	1760	2
TMEM175	2746	15
TMEM176A	933	6
TMEM176B	2128	10
TMEM177	1911	4
TMEM178A	1835	5
TMEM178B	10561	4
TMEM179	3656	5
TMEM179B	1048	5
TMEM18	2129	5
TMEM180	2844	10
TMEM181	5414	17
TMEM182	3593	5
TMEM183A	2228	8
TMEM183B	1697	8
TMEM184A	6285	9
TMEM184B	3722	10
TMEM184C	2983	10
TMEM185A	3005	7
TMEM185B	5939	1
TMEM186	1450	2
TMEM187	1669	2
TMEM189	2490	8
TMEM189-UBE2V1	2926	8
TMEM19	4664	6
TMEM190	598	5
TMEM191A	1966	8
TMEM191B	1343	9
TMEM191C	1316	9
TMEM192	4501	6
TMEM196	3368	4
TMEM198	2994	8
TMEM198B	3660	7
TMEM199	3154	6
TMEM2	6376	23
TMEM200A	5597	5
TMEM200B	2619	3
TMEM200C	1921	1
TMEM201	6758	12
TMEM202	1301	5
TMEM203	1557	1
TMEM204	2537	5
TMEM205	1887	6
TMEM206	2335	10
TMEM207	1453	5
TMEM208	800	6
TMEM209	5128	14
TMEM210	514	4
TMEM211	510	3
TMEM212	1886	5
TMEM212-AS1	430	3
TMEM213	3393	3
TMEM214	3057	17
TMEM215	5385	2
TMEM216	2194	7
TMEM217	4178	7
TMEM218	5109	13
TMEM219	1101	6
TMEM220	3098	6
TMEM220-AS1	1684	12
TMEM221	1933	3
TMEM222	1863	8
TMEM223	939	2
TMEM225	1111	4
TMEM229A	2555	1
TMEM229B	4071	3
TMEM230	2274	7
TMEM231	3649	9
TMEM232	3206	14
TMEM233	1576	3
TMEM234	1087	5
TMEM235	2497	6
TMEM236	10407	5
TMEM237	5776	13
TMEM238	664	2
TMEM239	703	2
TMEM240	1121	4
TMEM241	2928	14
TMEM242	5069	4
TMEM243	1047	4
TMEM244	550	5
TMEM245	8015	18
TMEM246	4547	4
TMEM246-AS1	869	5
TMEM247	683	3
TMEM248	4245	7
TMEM249	2018	8
TMEM25	3203	12
TMEM251	2190	4
TMEM252	1245	2
TMEM253	1422	7
TMEM254	3095	12
TMEM254-AS1	4171	7
TMEM255A	3507	10
TMEM255B	1040	9
TMEM256	485	4
TMEM256-PLSCR3	1896	9
TMEM257	2444	1
TMEM258	415	4
TMEM259	2618	10
TMEM26	5161	6
TMEM26-AS1	1712	9
TMEM260	4279	16
TMEM261	2488	2
TMEM262	584	4
TMEM263	3373	4
TMEM265	2103	3
TMEM27	1586	6
TMEM30A	4442	6
TMEM30B	4443	1
TMEM30C	633	4
TMEM31	735	3
TMEM33	7724	7
TMEM35	2072	2
TMEM37	1689	2
TMEM38A	1631	6
TMEM38B	3549	6
TMEM39A	5028	10
TMEM39B	1827	9
TMEM40	2293	13
TMEM41A	2832	5
TMEM41B	4890	10
TMEM42	986	3
TMEM43	3354	12
TMEM44	2688	13
TMEM44-AS1	1557	5
TMEM45A	1570	6
TMEM45B	2213	6
TMEM47	4057	3
TMEM5	2300	7
TMEM5-AS1	567	4
TMEM50A	2309	7
TMEM50B	4860	10
TMEM51	2243	5
TMEM51-AS1	6984	5
TMEM52	963	5
TMEM52B	3241	7
TMEM53	6111	5
TMEM54	999	6
TMEM55A	2410	7
TMEM55B	2285	8
TMEM56	7193	8
TMEM56-RWDD3	1497	8
TMEM57	3988	11
TMEM59	7223	10
TMEM59L	1508	7
TMEM60	875	2
TMEM61	1228	3
TMEM62	2782	14
TMEM63A	4414	24
TMEM63B	3141	23
TMEM63C	5262	23
TMEM64	4822	3
TMEM65	4314	7
TMEM67	5081	29
TMEM68	4881	9
TMEM69	1474	3
TMEM70	2303	5
TMEM71	2188	10
TMEM72	2906	5
TMEM72-AS1	3308	8
TMEM74	2089	2
TMEM74B	2583	5
TMEM75	2166	1
TMEM79	2359	5
TMEM80	3209	10
TMEM81	1333	1
TMEM82	1271	6
TMEM86A	3654	3
TMEM86B	1754	3
TMEM87A	5162	20
TMEM87B	5156	18
TMEM88	876	2
TMEM88B	494	2
TMEM89	482	2
TMEM8A	3669	13
TMEM8B	4509	17
TMEM8C	823	5
TMEM9	3834	15
TMEM91	2427	10
TMEM92	2918	7
TMEM92-AS1	750	4
TMEM95	1176	7
TMEM97	2571	3
TMEM98	1876	9
TMEM99	2244	5
TMEM9B	2304	6
TMEM9B-AS1	1058	5
TMF1	6644	15
TMIE	1865	4
TMIGD1	928	6
TMIGD2	1374	6
TMIGD3	2507	8
TMLHE	4135	9
TMLHE-AS1	1706	4
TMOD1	3437	11
TMOD2	9194	10
TMOD3	4676	10
TMOD4	1214	9
TMPO	7003	10
TMPO-AS1	3163	2
TMPPE	7347	3
TMPRSS11A	2558	11
TMPRSS11B	2538	9
TMPRSS11BNL	1217	9
TMPRSS11D	2793	10
TMPRSS11E	2146	10
TMPRSS11F	2087	10
TMPRSS11GP	345	4
TMPRSS12	1466	5
TMPRSS13	4863	15
TMPRSS15	3730	23
TMPRSS2	3335	15
TMPRSS3	4086	17
TMPRSS4	3765	17
TMPRSS4-AS1	386	4
TMPRSS5	2358	13
TMPRSS6	3275	20
TMPRSS7	2255	14
TMPRSS9	2605	13
TMSB10	485	3
TMSB15A	669	3
TMSB15B	669	3
TMSB4X	632	3
TMSB4Y	1669	2
TMTC1	9212	19
TMTC2	4738	11
TMTC3	7217	14
TMTC4	3859	19
TMUB1	1902	4
TMUB2	3188	6
TMX1	4064	7
TMX2	1915	9
TMX2-CTNND1	6272	21
TMX3	4761	16
TMX4	6125	7
TNC	6574	20
TNF	1679	4
TNFAIP1	3816	7
TNFAIP2	4062	10
TNFAIP3	5387	11
TNFAIP6	1430	6
TNFAIP8	3731	8
TNFAIP8L1	3963	3
TNFAIP8L2	1180	2
TNFAIP8L2-SCNM1	1865	6
TNFAIP8L3	2261	3
TNFRSF10A	1760	10
TNFRSF10B	4348	11
TNFRSF10C	1499	5
TNFRSF10D	3547	9
TNFRSF11A	4656	11
TNFRSF11B	2351	5
TNFRSF12A	1036	4
TNFRSF13B	1363	5
TNFRSF13C	937	3
TNFRSF14	3509	8
TNFRSF17	997	3
TNFRSF18	1842	7
TNFRSF19	5152	11
TNFRSF1A	2236	10
TNFRSF1B	3685	10
TNFRSF21	3648	6
TNFRSF25	2096	13
TNFRSF4	1111	7
TNFRSF6B	1158	3
TNFRSF8	3635	14
TNFRSF9	6002	9
TNFSF10	3294	7
TNFSF11	2735	8
TNFSF12	1633	8
TNFSF12-TNFSF13	1826	10
TNFSF13	3395	12
TNFSF13B	2677	6
TNFSF14	3100	6
TNFSF15	6818	5
TNFSF18	751	3
TNFSF4	3726	4
TNFSF8	4710	6
TNFSF9	1668	3
TNIK	5847	32
TNIP1	3947	21
TNIP2	2058	7
TNIP3	2849	16
TNK1	3101	14
TNK2	6054	19
TNKS	9438	26
TNKS1BP1	5832	12
TNKS2	6113	26
TNKS2-AS1	764	3
TNMD	1355	7
TNN	3699	14
TNNC1	702	6
TNNC2	687	6
TNNI1	6151	8
TNNI2	859	10
TNNI3	848	7
TNNI3K	2782	22
TNNT1	1461	16
TNNT2	1760	23
TNNT3	1494	18
TNP1	403	2
TNP2	599	2
TNPO1	8657	25
TNPO2	5307	27
TNPO3	4253	21
TNR	4556	20
TNRC18	10169	29
TNRC18P1	1891	1
TNRC6A	8447	25
TNRC6B	18625	26
TNRC6C	12407	23
TNRC6C-AS1	3190	2
TNS1	10134	30
TNS2	5072	28
TNS3	7312	28
TNS4	3945	11
TNXA	2796	13
TNXB	12482	38
TOB1	4258	5
TOB1-AS1	1417	2
TOB2	4567	2
TOB2P1	3593	1
TOE1	2400	8
TOLLIP	3666	6
TOLLIP-AS1	1001	1
TOM1	2733	18
TOM1L1	2356	16
TOM1L2	5911	16
TOMM20	3390	5
TOMM20L	615	5
TOMM22	1383	4
TOMM34	2056	7
TOMM40	2472	12
TOMM40L	2921	10
TOMM5	1467	4
TOMM6	857	3
TOMM7	782	3
TOMM70A	4393	12
TONSL	4368	25
TONSL-AS1	1095	5
TOP1	3754	21
TOP1MT	2210	16
TOP1P1	2430	1
TOP1P2	1520	1
TOP2A	5560	33
TOP2B	4983	33
TOP3A	3990	18
TOP3B	3386	19
TOPAZ1	5354	20
TOPBP1	5041	26
TOPORS	3980	2
TOPORS-AS1	1812	6
TOR1A	2111	5
TOR1AIP1	3963	8
TOR1AIP2	15164	8
TOR1B	2774	5
TOR2A	3772	7
TOR3A	2128	6
TOR4A	4071	2
TOX	4140	9
TOX2	2836	12
TOX3	3646	10
TOX4	4535	9
TP53	3581	16
TP53AIP1	4597	8
TP53BP1	6031	26
TP53BP2	4808	19
TP53I11	4746	14
TP53I13	1460	7
TP53I3	2669	7
TP53INP1	5657	5
TP53INP2	4129	5
TP53RK	3375	2
TP53TG1	712	3
TP53TG3	2924	5
TP53TG3B	2924	5
TP53TG3C	1161	3
TP53TG3D	1992	4
TP53TG5	986	5
TP63	6402	15
TP73	5538	16
TP73-AS1	16132	13
TPBG	3481	4
TPBGL	2801	1
TPCN1	5371	29
TPCN2	4741	21
TPD52	8228	12
TPD52L1	1880	9
TPD52L2	2587	11
TPD52L3	4850	4
TPGS1	1116	2
TPGS2	5702	13
TPH1	1825	10
TPH2	2371	11
TPI1	2018	9
TPI1P2	2018	1
TPI1P3	1215	1
TPK1	2448	9
TPM1	3240	14
TPM2	1508	10
TPM3	14172	18
TPM3P9	2934	2
TPM4	3013	10
TPMT	3144	8
TPO	2860	15
TPP1	3546	13
TPP2	4407	26
TPPP	6026	4
TPPP2	801	4
TPPP3	1156	5
TPR	9049	46
TPRA1	1957	11
TPRG1	3663	6
TPRG1-AS1	699	2
TPRG1-AS2	482	3
TPRG1L	2432	5
TPRKB	757	5
TPRN	2635	4
TPRX1	1841	2
TPRXL	2263	3
TPSAB1	1200	6
TPSB2	1172	7
TPSD1	860	5
TPSG1	1111	6
TPST1	2057	6
TPST2	2083	8
TPT1	8739	7
TPT1-AS1	1537	11
TPTE	2624	21
TPTE2	2863	25
TPTE2P1	6482	5
TPTE2P3	2582	23
TPTE2P5	4280	7
TPTE2P6	2723	9
TPTEP1	1439	9
TPX2	3556	17
TRA2A	2310	11
TRA2B	4297	9
TRABD	2325	10
TRABD2A	4305	8
TRABD2B	7036	7
TRADD	1487	5
TRAF1	4725	11
TRAF2	2212	10
TRAF3	7788	12
TRAF3IP1	4193	17
TRAF3IP2	7404	14
TRAF3IP2-AS1	7228	8
TRAF3IP3	2803	19
TRAF4	2746	6
TRAF5	4072	12
TRAF6	8029	8
TRAF7	3449	19
TRAFD1	3266	13
TRAIP	2039	15
TRAK1	10457	19
TRAK2	6543	16
TRAM1	3110	11
TRAM1L1	2028	1
TRAM2	7068	11
TRAM2-AS1	3261	5
TRANK1	10507	23
TRAP1	2314	18
TRAPPC1	984	6
TRAPPC10	6992	23
TRAPPC11	4500	31
TRAPPC12	2536	12
TRAPPC13	4504	15
TRAPPC2	3003	7
TRAPPC2B	734	2
TRAPPC2L	634	5
TRAPPC3	2039	8
TRAPPC3L	1113	5
TRAPPC4	1206	5
TRAPPC5	1118	4
TRAPPC6A	927	7
TRAPPC6B	3357	6
TRAPPC8	5996	27
TRAPPC9	4347	22
TRAT1	1701	6
TRDMT1	7681	11
TRDN	10542	25
TREH	1766	14
TREM1	3253	5
TREM2	1060	5
TREML1	1346	6
TREML2	3828	5
TREML3P	1142	5
TREML4	2076	6
TREML5P	214	1
TRERF1	7912	19
TRERNA1	598	2
TREX1	5565	5
TREX2	1257	2
TRG-AS1	3520	4
TRH	1893	3
TRHDE	5504	18
TRHDE-AS1	7120	5
TRHR	1416	2
TRIAP1	1184	2
TRIB1	3755	4
TRIB2	4549	4
TRIB3	3126	9
TRIL	5057	2
TRIM10	14296	13
TRIM11	2697	6
TRIM13	7842	6
TRIM14	5297	8
TRIM15	2231	7
TRIM16	2813	8
TRIM16L	1987	5
TRIM17	3527	10
TRIM2	7772	16
TRIM21	1936	7
TRIM22	3319	9
TRIM23	4776	15
TRIM24	3882	18
TRIM25	5753	9
TRIM26	4138	12
TRIM27	3240	10
TRIM28	2860	16
TRIM29	3028	9
TRIM3	3477	14
TRIM31	2269	10
TRIM31-AS1	678	5
TRIM32	7358	3
TRIM33	8225	19
TRIM34	2534	10
TRIM35	4236	6
TRIM36	5261	13
TRIM37	4786	25
TRIM38	5637	8
TRIM39	3815	10
TRIM39-RPP21	1763	12
TRIM4	3465	7
TRIM40	2294	8
TRIM41	4367	9
TRIM42	2559	5
TRIM43	1632	7
TRIM43B	1675	7
TRIM44	6068	5
TRIM45	4268	7
TRIM46	4422	19
TRIM47	2269	6
TRIM48	1451	6
TRIM49	2171	8
TRIM49B	1365	6
TRIM49C	2171	8
TRIM49D1	1480	6
TRIM49D2	1656	7
TRIM5	6971	11
TRIM50	2190	9
TRIM51	1634	7
TRIM51HP	1012	5
TRIM52	2230	2
TRIM52-AS1	2444	7
TRIM53AP	2412	8
TRIM54	2070	10
TRIM55	2862	11
TRIM56	4726	3
TRIM58	5162	6
TRIM59	3879	3
TRIM6	3520	9
TRIM6-TRIM34	3009	9
TRIM60	2020	4
TRIM61	1585	5
TRIM62	3846	5
TRIM63	1779	9
TRIM64	1539	6
TRIM64B	1539	6
TRIM64C	1359	6
TRIM65	3445	6
TRIM66	9773	20
TRIM67	9271	12
TRIM68	3359	7
TRIM69	2345	9
TRIM7	5651	12
TRIM71	3142	4
TRIM72	2159	7
TRIM73	1363	5
TRIM74	1355	5
TRIM77	1359	6
TRIM8	2750	6
TRIM9	7059	11
TRIML1	1651	6
TRIML2	1717	8
TRIO	8596	44
TRIOBP	10898	26
TRIP10	2730	17
TRIP11	8109	21
TRIP12	9709	40
TRIP13	2982	14
TRIP4	2058	13
TRIP6	1761	9
TRIQK	4232	9
TRIT1	1995	10
TRMT1	2666	18
TRMT10A	4077	10
TRMT10B	4107	13
TRMT10C	1847	2
TRMT11	1881	12
TRMT112	2042	6
TRMT12	2220	1
TRMT13	3154	11
TRMT1L	4538	16
TRMT2A	4219	15
TRMT2B	4012	16
TRMT44	2857	11
TRMT5	5301	5
TRMT6	2360	11
TRMT61A	3245	4
TRMT61B	1850	7
TRMU	2209	13
TRNAU1AP	2025	10
TRNP1	1951	2
TRNT1	2223	8
TRO	5448	16
TROAP	2868	16
TROVE2	3839	13
TRPA1	5046	26
TRPC1	4183	13
TRPC2	1220	7
TRPC3	4404	13
TRPC4	5057	16
TRPC4AP	3203	19
TRPC5	5851	11
TRPC5OS	3020	6
TRPC6	4625	13
TRPC7	2947	12
TRPM1	6851	29
TRPM2	5400	28
TRPM2-AS	876	3
TRPM3	6510	26
TRPM4	3697	22
TRPM5	3698	22
TRPM6	8673	41
TRPM7	10195	38
TRPM8	5468	25
TRPS1	10309	9
TRPT1	1632	12
TRPV1	5288	20
TRPV2	2823	15
TRPV3	9464	18
TRPV4	3541	18
TRPV5	2882	15
TRPV6	2926	15
TRRAP	10758	59
TRUB1	3420	8
TRUB2	1447	8
TRY2P	2058	3
TSACC	1675	10
TSC1	8759	24
TSC2	5713	42
TSC22D1	10814	8
TSC22D1-AS1	2845	3
TSC22D2	5003	5
TSC22D3	2812	5
TSC22D4	3688	8
TSEN15	2382	9
TSEN2	4166	16
TSEN34	4174	10
TSEN54	1952	11
TSFM	2412	8
TSG1	4808	10
TSG101	1558	10
TSGA10	3854	22
TSGA10IP	1734	8
TSGA13	2365	10
TSHB	905	4
TSHR	4922	9
TSHZ1	5383	3
TSHZ2	12585	4
TSHZ3	4915	2
TSIX	37028	1
TSKS	1738	10
TSKU	2834	3
TSL	1315	3
TSLP	4543	7
TSN	3823	7
TSNARE1	4468	17
TSNAX	2655	6
TSNAX-DISC1	10202	22
TSNAXIP1	3294	17
TSPAN1	1638	9
TSPAN10	3784	8
TSPAN11	5570	8
TSPAN12	2435	7
TSPAN13	1793	5
TSPAN14	5588	9
TSPAN15	1589	7
TSPAN16	1423	9
TSPAN17	2677	11
TSPAN18	4243	9
TSPAN19	1029	9
TSPAN2	3220	8
TSPAN3	3860	7
TSPAN31	1746	6
TSPAN32	1386	10
TSPAN33	2789	8
TSPAN4	1888	13
TSPAN5	3405	8
TSPAN6	4683	10
TSPAN7	1814	8
TSPAN8	1139	9
TSPAN9	4360	9
TSPEAR	4042	13
TSPEAR-AS1	2560	7
TSPEAR-AS2	1048	3
TSPO	1368	6
TSPO2	1110	5
TSPY1	1261	7
TSPY10	985	6
TSPY2	1166	6
TSPY26P	1216	1
TSPY3	1167	6
TSPY4	1407	8
TSPY8	1121	6
TSPYL1	5260	1
TSPYL2	2835	7
TSPYL4	4132	1
TSPYL5	4464	1
TSPYL6	3096	1
TSR1	4895	15
TSR2	1331	5
TSR3	1210	6
TSSC1	1561	8
TSSC2	1488	11
TSSC4	3738	8
TSSK1B	2479	1
TSSK2	1817	1
TSSK3	1317	2
TSSK4	1847	6
TSSK6	1443	1
TST	1163	4
TSTA3	1369	11
TSTD1	1035	5
TSTD2	4438	10
TSTD3	1930	4
TTBK1	7143	15
TTBK2	5640	15
TTC1	1582	9
TTC12	2275	21
TTC13	3245	22
TTC14	7873	15
TTC16	2898	14
TTC17	5334	26
TTC19	3775	11
TTC21A	3627	25
TTC21B	4766	24
TTC21B-AS1	751	5
TTC22	3081	8
TTC23	4201	16
TTC23L	1367	11
TTC24	2016	11
TTC25	2106	11
TTC26	4419	19
TTC27	2938	20
TTC28	11687	22
TTC28-AS1	5894	7
TTC29	1901	14
TTC3	8829	44
TTC30A	4670	1
TTC30B	2645	1
TTC31	3129	14
TTC32	822	3
TTC33	5511	5
TTC34	1782	7
TTC36	682	3
TTC37	5283	39
TTC38	2541	13
TTC39A	4090	23
TTC39A-AS1	653	3
TTC39B	3548	21
TTC39C	6275	17
TTC39C-AS1	942	6
TTC3P1	2543	1
TTC4	2403	10
TTC41P	4378	15
TTC5	1875	10
TTC6	6933	33
TTC7A	5796	23
TTC7B	3454	20
TTC8	2620	19
TTC9	5220	3
TTC9B	846	3
TTC9C	1142	3
TTF1	3163	11
TTF2	4641	21
TTI1	3974	9
TTI2	3849	10
TTK	3321	24
TTL	5170	7
TTLL1	2098	13
TTLL10	3156	17
TTLL11	4123	10
TTLL12	3397	14
TTLL13P	1811	10
TTLL2	2880	3
TTLL3	6677	18
TTLL4	5016	20
TTLL5	4420	28
TTLL6	3592	17
TTLL7	3509	20
TTLL9	1622	15
TTN	66674	116
TTN-AS1	6598	23
TTPA	2637	5
TTPAL	6335	7
TTR	932	4
TTTY1	945	5
TTTY10	1634	6
TTTY11	834	5
TTTY12	980	2
TTTY13	502	5
TTTY14	1598	9
TTTY15	5246	4
TTTY16	194	2
TTTY17A	168	2
TTTY17B	168	2
TTTY17C	168	2
TTTY18	223	2
TTTY19	271	2
TTTY1B	945	5
TTTY2	1641	8
TTTY20	261	2
TTTY21	309	2
TTTY21B	309	2
TTTY22	432	5
TTTY23	515	3
TTTY23B	515	3
TTTY2B	1641	8
TTTY3	347	3
TTTY3B	347	3
TTTY4	1350	4
TTTY4B	1350	4
TTTY4C	1350	4
TTTY5	1564	2
TTTY6	495	3
TTTY6B	476	3
TTTY7	1374	7
TTTY7B	1117	6
TTTY8	534	3
TTTY8B	534	3
TTTY9A	1642	5
TTTY9B	1642	5
TTYH1	1909	14
TTYH2	4081	14
TTYH3	4665	12
TUB	6616	14
TUB-AS1	2025	4
TUBA1A	3266	6
TUBA1B	1755	4
TUBA1C	2125	7
TUBA3C	1556	5
TUBA3D	1637	5
TUBA3E	1545	5
TUBA3FP	1963	3
TUBA4A	2595	5
TUBA4B	1384	4
